"","date","temp_mean","HR_mean","total","cvd","resp","dow","pm10_mean.mean","X","holidays","year","males","females","RETI_65.79","RETII_.80","females_RETI_65.79","males_RETI_65.79","females_RETII_.80","males_RETII_.80","white","colored","males_white","males_colored","females_white","females_colored","RETI_65.79_white","RETII_.80_white","RETI_65.79_colored","RETII_.80_colored"
"162",2000-06-10,22.5,90.375,96,45,3,"Thursday",38.9560737332,NA,"0",2000,43,53,14,5,8,6,3,2,82,12,37,5,45,6,12,4,2,1
"163",2000-06-11,26.6666666666667,54.125,117,58,13,"Friday",33.956073733,NA,"0",2000,53,64,18,6,10,8,3,3,99,14,45,6,55,8,15,5,2,1
"164",2000-06-12,25,50.25,97,49,6,"Saturday",65.956073733,NA,"0",2000,44,53,15,5,8,7,3,2,82,12,37,5,45,6,12,4,2,1
"165",2000-06-13,28.3333333333333,54.125,146,63,11,"Sunday",40.5652333653,NA,"0",2000,66,80,22,7,12,10,4,3,124,18,56,8,68,10,19,6,3,1
"166",2000-06-14,23.0555555555556,44.625,120,56,14,"Monday",20.956073737,NA,"0",2000,54,66,18,6,10,8,3,3,102,14,46,6,56,8,15,5,2,1
"167",2000-06-15,23.8888888888889,47.5,109,49,6,"Tuesday",38.9560737332,NA,"0",2000,49,60,16,5,9,7,3,2,93,13,42,6,51,7,14,5,2,1
"168",2000-06-16,25,48,112,59,11,"Wednesday",63.956073733,NA,"0",2000,50,62,17,6,9,8,3,3,95,13,43,6,52,7,14,5,2,1
"169",2000-06-17,26.9444444444444,47.5,132,69,12,"Thursday",82.956073733,NA,"0",2000,59,73,20,7,11,9,4,3,112,16,50,7,62,9,17,6,2,1
"170",2000-06-18,25.2777777777778,48.625,106,55,4,"Friday",72.956073733,NA,"0",2000,48,58,16,5,9,7,3,2,90,13,41,6,50,7,14,5,2,1
"171",2000-06-19,25,99.625,122,51,8,"Saturday",57.231900032,NA,"0",2000,55,67,18,6,10,8,3,3,104,15,47,7,57,8,16,5,2,1
"172",2000-06-20,24.4444444444444,82.625,112,51,6,"Sunday",34.9560737332,NA,"0",2000,50,62,17,6,9,8,3,3,95,13,43,6,52,7,14,5,2,1
"173",2000-06-21,19.4444444444444,72.25,117,58,3,"Monday",44.956073733,NA,"0",2000,53,64,18,6,10,8,3,3,99,14,45,6,55,8,15,5,2,1
"174",2000-06-22,22.5,56.625,100,45,7,"Tuesday",41.9560737332,7,"1",2000,45,55,15,5,8,7,3,2,85,12,38,5,47,7,13,4,2,1
"175",2000-06-23,24.4444444444444,60,108,48,11,"Wednesday",55.956073733,NA,"0",2000,49,59,16,5,9,7,3,2,92,13,41,6,50,7,14,5,2,1
"176",2000-06-24,21.3888888888889,76.25,126,62,7,"Thursday",45.956073733,NA,"0",2000,57,69,19,6,10,9,3,3,107,15,48,7,59,8,16,5,2,1
"177",2000-06-25,20.5555555555556,51.375,105,49,5,"Friday",27.596266233,NA,"0",2000,47,58,16,5,9,7,3,2,89,13,40,6,49,7,13,4,2,1
"178",2000-06-26,18.0555555555556,54.375,111,55,7,"Saturday",28.956073733,NA,"0",2000,50,61,17,6,9,7,3,2,94,13,42,6,52,7,14,5,2,1
"179",2000-06-27,22.2222222222222,44.625,122,51,5,"Sunday",26.956073733,NA,"0",2000,55,67,18,6,10,8,3,3,104,15,47,7,57,8,16,5,2,1
"180",2000-06-28,22.5,84.375,108,53,6,"Monday",35.9560737332,NA,"0",2000,49,59,16,5,9,7,3,2,92,13,41,6,50,7,14,5,2,1
"181",2000-06-29,21.3888888888889,81.875,106,47,11,"Tuesday",35.9560737332,NA,"0",2000,48,58,16,5,9,7,3,2,90,13,41,6,50,7,14,5,2,1
"182",2000-06-30,20.2777777777778,74.25,104,54,6,"Wednesday",14.956073737,NA,"0",2000,47,57,16,5,9,7,3,2,88,12,40,6,49,7,13,4,2,1
"183",2000-07-01,21.6666666666667,57.625,120,59,10,"Thursday",41.6923080946,NA,"0",2000,54,66,18,6,10,8,3,3,102,14,46,6,56,8,15,5,2,1
"184",2000-07-02,25.2777777777778,61.25,112,47,6,"Friday",40.9560737332,NA,"0",2000,50,62,17,6,9,8,3,3,95,13,43,6,52,7,14,5,2,1
"185",2000-07-03,22.5,65.25,101,45,4,"Saturday",16.956073737,NA,"0",2000,45,56,15,5,8,7,3,2,86,12,39,5,47,7,13,4,2,1
"186",2000-07-04,22.5,91.625,114,58,3,"Sunday",NA,NA,"0",2000,51,63,17,6,9,8,3,3,97,14,44,6,53,8,15,5,2,1
"187",2000-07-05,26.6666666666667,64,113,57,8,"Monday",25.931021109,NA,"0",2000,51,62,17,6,9,8,3,3,96,14,43,6,53,7,14,5,2,1
"188",2000-07-06,26.6666666666667,64.75,119,58,7,"Tuesday",NA,NA,"0",2000,54,65,18,6,10,8,3,3,101,14,46,6,56,8,15,5,2,1
"189",2000-07-07,26.9444444444444,59.625,126,61,7,"Wednesday",36.1216768827,NA,"0",2000,57,69,19,6,10,9,3,3,107,15,48,7,59,8,16,5,2,1
"190",2000-07-08,26.9444444444444,80.375,108,47,7,"Thursday",23.803351699,NA,"0",2000,49,59,16,5,9,7,3,2,92,13,41,6,50,7,14,5,2,1
"191",2000-07-09,26.6666666666667,87,95,50,6,"Friday",25.650512584,8,"1",2000,43,52,14,5,8,6,3,2,81,11,36,5,44,6,12,4,2,1
"192",2000-07-10,26.6666666666667,65.125,125,59,10,"Saturday",71.588463963,NA,"0",2000,56,69,19,6,10,8,3,3,106,15,48,7,58,8,16,5,2,1
"193",2000-07-11,26.3888888888889,67.25,119,61,9,"Sunday",39.5947619166,NA,"0",2000,54,65,18,6,10,8,3,3,101,14,46,6,56,8,15,5,2,1
"194",2000-07-12,18.0555555555556,79.5,77,33,3,"Monday",25.543815544,NA,"0",2000,35,42,12,4,6,5,2,2,65,9,29,4,36,5,10,3,1,0
"195",2000-07-13,19.4444444444444,58.375,113,64,4,"Tuesday",19.946758052,NA,"0",2000,51,62,17,6,9,8,3,3,96,14,43,6,53,7,14,5,2,1
"196",2000-07-14,17.2222222222222,77.5,110,53,6,"Wednesday",9.498862864,NA,"0",2000,50,61,16,6,9,7,3,2,94,13,42,6,51,7,14,5,2,1
"197",2000-07-15,18.6111111111111,60.375,108,53,12,"Thursday",19.211347241,NA,"0",2000,49,59,16,5,9,7,3,2,92,13,41,6,50,7,14,5,2,1
"198",2000-07-16,25.5555555555556,59,102,46,5,"Friday",31.531578131,NA,"0",2000,46,56,15,5,8,7,3,2,87,12,39,6,48,7,13,4,2,1
"199",2000-07-17,26.3888888888889,61.375,110,52,8,"Saturday",43.5285045381,NA,"0",2000,50,61,16,6,9,7,3,2,94,13,42,6,51,7,14,5,2,1
"200",2000-07-18,29.1666666666667,64,129,60,7,"Sunday",64.576011135,NA,"0",2000,58,71,19,6,11,9,4,3,110,15,49,7,60,9,16,5,2,1
"201",2000-07-19,27.5,75.625,140,67,7,"Monday",63.236131834,NA,"0",2000,63,77,21,7,12,9,4,3,119,17,54,8,65,9,18,6,3,1
"202",2000-07-20,27.2222222222222,68.75,105,57,7,"Tuesday",50.54648561,NA,"0",2000,47,58,16,5,9,7,3,2,89,13,40,6,49,7,13,4,2,1
"203",2000-07-21,26.9444444444444,63.125,110,59,8,"Wednesday",90.559142374,NA,"0",2000,50,61,16,6,9,7,3,2,94,13,42,6,51,7,14,5,2,1
"204",2000-07-22,27.7777777777778,61.25,121,57,12,"Thursday",109.549710217,NA,"0",2000,54,67,18,6,10,8,3,3,103,15,46,7,57,8,15,5,2,1
"205",2000-07-23,28.3333333333333,64.75,110,65,8,"Friday",73.195741244,NA,"0",2000,50,61,16,6,9,7,3,2,94,13,42,6,51,7,14,5,2,1
"206",2000-07-24,29.1666666666667,66.5,115,65,9,"Saturday",45.673637838,NA,"0",2000,52,63,17,6,9,8,3,3,98,14,44,6,54,8,15,5,2,1
"207",2000-07-25,25.8333333333333,82.125,105,60,3,"Sunday",28.615099424,NA,"0",2000,47,58,16,5,9,7,3,2,89,13,40,6,49,7,13,4,2,1
"208",2000-07-26,21.6666666666667,68.125,112,56,10,"Monday",24.732321349,NA,"0",2000,50,62,17,6,9,8,3,3,95,13,43,6,52,7,14,5,2,1
"209",2000-07-27,22.5,65.125,109,63,3,"Tuesday",31.305757017,NA,"0",2000,49,60,16,5,9,7,3,2,93,13,42,6,51,7,14,5,2,1
"210",2000-07-28,25.5555555555556,80,125,56,13,"Wednesday",17.76402906,NA,"0",2000,56,69,19,6,10,8,3,3,106,15,48,7,58,8,16,5,2,1
"211",2000-07-29,26.3888888888889,74.375,92,50,5,"Thursday",67.840884317,NA,"0",2000,41,51,14,5,8,6,3,2,78,11,35,5,43,6,12,4,2,1
"212",2000-07-30,26.9444444444444,80.5,110,44,7,"Friday",40.8349094749,NA,"0",2000,50,61,16,6,9,7,3,2,94,13,42,6,51,7,14,5,2,1
"213",2000-07-31,30.5555555555556,64,113,41,10,"Saturday",55.311934508,NA,"0",2000,51,62,17,6,9,8,3,3,96,14,43,6,53,7,14,5,2,1
"214",2000-08-01,30,73.5,115,57,10,"Sunday",38.9245321166,NA,"0",2000,52,63,17,6,9,8,3,3,98,14,44,6,54,8,15,5,2,1
"215",2000-08-02,28.3333333333333,64.875,137,65,11,"Monday",47.009238155,NA,"0",2000,62,75,21,7,11,9,4,3,116,16,52,7,64,9,17,6,2,1
"216",2000-08-03,23.8888888888889,69.25,112,52,12,"Tuesday",14.021348698,NA,"0",2000,50,62,17,6,9,8,3,3,95,13,43,6,52,7,14,5,2,1
"217",2000-08-04,22.2222222222222,59.625,126,56,13,"Wednesday",8.107946783,NA,"0",2000,57,69,19,6,10,9,3,3,107,15,48,7,59,8,16,5,2,1
"218",2000-08-05,22.2222222222222,58,111,54,5,"Thursday",43.0751881607,NA,"0",2000,50,61,17,6,9,7,3,2,94,13,42,6,52,7,14,5,2,1
"219",2000-08-06,26.3888888888889,66.625,95,37,7,"Friday",49.096476033,NA,"0",2000,43,52,14,5,8,6,3,2,81,11,36,5,44,6,12,4,2,1
"220",2000-08-07,23.0555555555556,96.25,113,59,2,"Saturday",49.244937377,NA,"0",2000,51,62,17,6,9,8,3,3,96,14,43,6,53,7,14,5,2,1
"221",2000-08-08,22.5,78,107,59,4,"Sunday",22.280674054,NA,"0",2000,48,59,16,5,9,7,3,2,91,13,41,6,50,7,14,5,2,1
"222",2000-08-09,21.6666666666667,75.25,96,46,5,"Monday",17.33985802,NA,"0",2000,43,53,14,5,8,6,3,2,82,12,37,5,45,6,12,4,2,1
"223",2000-08-10,23.6111111111111,65.125,98,44,8,"Tuesday",34.346229016,NA,"0",2000,44,54,15,5,8,7,3,2,83,12,37,5,46,6,12,4,2,1
"224",2000-08-11,24.4444444444444,66,83,36,7,"Wednesday",73.346229016,NA,"0",2000,37,46,12,4,7,6,2,2,71,10,32,4,39,5,11,4,1,0
"225",2000-08-12,24.1666666666667,78.375,121,56,4,"Thursday",63.015441129,NA,"0",2000,54,67,18,6,10,8,3,3,103,15,46,7,57,8,15,5,2,1
"226",2000-08-13,23.3333333333333,82.375,107,50,8,"Friday",44.2458979779,NA,"0",2000,48,59,16,5,9,7,3,2,91,13,41,6,50,7,14,5,2,1
"227",2000-08-14,26.3888888888889,76.75,115,47,10,"Saturday",34.619354016,NA,"0",2000,52,63,17,6,9,8,3,3,98,14,44,6,54,8,15,5,2,1
"228",2000-08-15,26.6666666666667,80.375,125,63,11,"Sunday",36.2610597372,NA,"0",2000,56,69,19,6,10,8,3,3,106,15,48,7,58,8,16,5,2,1
"229",2000-08-16,23.0555555555556,65.75,120,59,9,"Monday",32.512848973,NA,"0",2000,54,66,18,6,10,8,3,3,102,14,46,6,56,8,15,5,2,1
"230",2000-08-17,20.8333333333333,79.125,102,42,4,"Tuesday",41.4531005463,NA,"0",2000,46,56,15,5,8,7,3,2,87,12,39,6,48,7,13,4,2,1
"231",2000-08-18,21.1111111111111,64,102,49,5,"Wednesday",28.967101163,NA,"0",2000,46,56,15,5,8,7,3,2,87,12,39,6,48,7,13,4,2,1
"232",2000-08-19,21.1111111111111,57,118,51,8,"Thursday",42.238006206,NA,"0",2000,53,65,18,6,10,8,3,3,100,14,45,6,55,8,15,5,2,1
"233",2000-08-20,24.4444444444444,70.75,118,51,8,"Friday",36.1543584075,NA,"0",2000,53,65,18,6,10,8,3,3,100,14,45,6,55,8,15,5,2,1
"234",2000-08-21,21.9444444444444,70.75,107,52,8,"Saturday",25.156718199,NA,"0",2000,48,59,16,5,9,7,3,2,91,13,41,6,50,7,14,5,2,1
"235",2000-08-22,17.2222222222222,61.75,107,54,8,"Sunday",17.248181857,NA,"0",2000,48,59,16,5,9,7,3,2,91,13,41,6,50,7,14,5,2,1
"236",2000-08-23,16.3888888888889,65.75,133,56,11,"Monday",36.3168925462,NA,"0",2000,60,73,20,7,11,9,4,3,113,16,51,7,62,9,17,6,2,1
"237",2000-08-24,15,98.75,107,53,10,"Tuesday",34.5259214347,NA,"0",2000,48,59,16,5,9,7,3,2,91,13,41,6,50,7,14,5,2,1
"238",2000-08-25,16.6666666666667,97,96,45,6,"Wednesday",43.2810434901,NA,"0",2000,43,53,14,5,8,6,3,2,82,12,37,5,45,6,12,4,2,1
"239",2000-08-26,17.5,95.375,103,48,6,"Thursday",13.302143918,NA,"0",2000,46,57,15,5,8,7,3,2,88,12,39,6,48,7,13,4,2,1
"240",2000-08-27,17.5,82.125,117,56,10,"Friday",25.314517186,NA,"0",2000,53,64,18,6,10,8,3,3,99,14,45,6,55,8,15,5,2,1
"241",2000-08-28,18.6111111111111,67.625,100,53,10,"Saturday",NA,NA,"0",2000,45,55,15,5,8,7,3,2,85,12,38,5,47,7,13,4,2,1
"242",2000-08-29,22.2222222222222,74.375,125,55,13,"Sunday",28.28416,NA,"0",2000,56,69,19,6,10,8,3,3,106,15,48,7,58,8,16,5,2,1
"243",2000-08-30,16.6666666666667,58.625,113,61,10,"Monday",23.342592296,NA,"0",2000,51,62,17,6,9,8,3,3,96,14,43,6,53,7,14,5,2,1
"244",2000-08-31,17.7777777777778,48.5,112,60,12,"Tuesday",30.421711115,NA,"0",2000,50,62,17,6,9,8,3,3,95,13,43,6,52,7,14,5,2,1
"245",2000-09-01,16.3888888888889,70.375,107,52,13,"Wednesday",10.257188393,NA,"0",2000,48,59,16,5,9,7,3,2,91,13,41,6,50,7,14,5,2,1
"246",2000-09-02,15.8333333333333,62.875,122,58,6,"Thursday",17.278515181,NA,"0",2000,55,67,18,6,10,8,3,3,104,15,47,7,57,8,16,5,2,1
"247",2000-09-03,20.5555555555556,61.875,115,54,8,"Friday",NA,NA,"0",2000,52,63,17,6,9,8,3,3,98,14,44,6,54,8,15,5,2,1
"248",2000-09-04,22.7777777777778,57.25,104,53,7,"Saturday",NA,NA,"0",2000,47,57,16,5,9,7,3,2,88,12,40,6,49,7,13,4,2,1
"249",2000-09-05,23.8888888888889,77.25,118,59,4,"Sunday",61.07543339,NA,"0",2000,53,65,18,6,10,8,3,3,100,14,45,6,55,8,15,5,2,1
"250",2000-09-06,21.3888888888889,88.875,137,62,9,"Monday",NA,NA,"0",2000,62,75,21,7,11,9,4,3,116,16,52,7,64,9,17,6,2,1
"251",2000-09-07,22.2222222222222,78.375,117,50,8,"Tuesday",NA,9,"1",2000,53,64,18,6,10,8,3,3,99,14,45,6,55,8,15,5,2,1
"252",2000-09-08,20.2777777777778,68.625,104,50,8,"Wednesday",NA,NA,"0",2000,47,57,16,5,9,7,3,2,88,12,40,6,49,7,13,4,2,1
"253",2000-09-09,19.7222222222222,67.375,105,51,7,"Thursday",NA,NA,"0",2000,47,58,16,5,9,7,3,2,89,13,40,6,49,7,13,4,2,1
"254",2000-09-10,20.5555555555556,61.375,109,48,8,"Friday",NA,NA,"0",2000,49,60,16,5,9,7,3,2,93,13,42,6,51,7,14,5,2,1
"255",2000-09-11,20,64.25,121,48,15,"Saturday",28.400507364,NA,"0",2000,54,67,18,6,10,8,3,3,103,15,46,7,57,8,15,5,2,1
"256",2000-09-12,15,71.125,108,51,9,"Sunday",NA,NA,"0",2000,49,59,16,5,9,7,3,2,92,13,41,6,50,7,14,5,2,1
"257",2000-09-13,16.3888888888889,70.625,114,61,5,"Monday",NA,NA,"0",2000,51,63,17,6,9,8,3,3,97,14,44,6,53,8,15,5,2,1
"258",2000-09-14,22.2222222222222,79.75,108,45,11,"Tuesday",NA,NA,"0",2000,49,59,16,5,9,7,3,2,92,13,41,6,50,7,14,5,2,1
"259",2000-09-15,20.5555555555556,89.25,111,56,16,"Wednesday",26.670893659,NA,"0",2000,50,61,17,6,9,7,3,2,94,13,42,6,52,7,14,5,2,1
"260",2000-09-16,19.7222222222222,91.625,110,59,7,"Thursday",23.739087732,NA,"0",2000,50,61,16,6,9,7,3,2,94,13,42,6,51,7,14,5,2,1
"261",2000-09-17,17.5,94.125,107,49,8,"Friday",24.160911388,NA,"0",2000,48,59,16,5,9,7,3,2,91,13,41,6,50,7,14,5,2,1
"262",2000-09-18,16.1111111111111,78,107,57,8,"Saturday",NA,NA,"0",2000,48,59,16,5,9,7,3,2,91,13,41,6,50,7,14,5,2,1
"263",2000-09-19,13.8888888888889,86,108,49,8,"Sunday",NA,NA,"0",2000,49,59,16,5,9,7,3,2,92,13,41,6,50,7,14,5,2,1
"264",2000-09-20,13.0555555555556,91.25,139,74,9,"Monday",22.811635299,NA,"0",2000,63,76,21,7,11,9,4,3,118,17,53,8,65,9,18,6,3,1
"265",2000-09-21,16.1111111111111,85.375,130,59,10,"Tuesday",NA,NA,"0",2000,58,72,20,6,11,9,4,3,110,16,50,7,61,9,17,6,2,1
"266",2000-09-22,17.2222222222222,60,111,61,10,"Wednesday",31.880800754,NA,"0",2000,50,61,17,6,9,7,3,2,94,13,42,6,52,7,14,5,2,1
"267",2000-09-23,15.2777777777778,71.5,112,64,6,"Thursday",21.674130877,NA,"0",2000,50,62,17,6,9,8,3,3,95,13,43,6,52,7,14,5,2,1
"268",2000-09-24,13.6111111111111,61.75,106,60,9,"Friday",48.820097878,NA,"0",2000,48,58,16,5,9,7,3,2,90,13,41,6,50,7,14,5,2,1
"269",2000-09-25,18.3333333333333,49,127,56,8,"Saturday",35.7836761533,NA,"0",2000,57,70,19,6,10,9,3,3,108,15,49,7,59,8,16,5,2,1
"270",2000-09-26,24.1666666666667,52.375,110,44,13,"Sunday",42.6991466706,NA,"0",2000,50,61,16,6,9,7,3,2,94,13,42,6,51,7,14,5,2,1
"271",2000-09-27,20.5555555555556,78.875,120,60,7,"Monday",50.736200158,NA,"0",2000,54,66,18,6,10,8,3,3,102,14,46,6,56,8,15,5,2,1
"272",2000-09-28,16.3888888888889,73.375,115,60,8,"Tuesday",27.73012987,NA,"0",2000,52,63,17,6,9,8,3,3,98,14,44,6,54,8,15,5,2,1
"273",2000-09-29,12.7777777777778,56.75,120,61,12,"Wednesday",23.988209383,NA,"0",2000,54,66,18,6,10,8,3,3,102,14,46,6,56,8,15,5,2,1
"274",2000-09-30,13.0555555555556,47.75,117,59,9,"Thursday",37.7392353018,NA,"0",2000,53,64,18,6,10,8,3,3,99,14,45,6,55,8,15,5,2,1
"275",2000-10-01,8.33333333333333,63.25,128,66,8,"Friday",45.781727314,NA,"0",2000,58,70,19,6,11,9,4,3,109,15,49,7,60,8,16,5,2,1
"276",2000-10-02,5.83333333333333,62.875,115,38,7,"Saturday",45.78901586,NA,"0",2000,52,63,17,6,9,8,3,3,98,14,44,6,54,8,15,5,2,1
"277",2000-10-03,11.1111111111111,33.375,123,56,5,"Sunday",43.732270445,NA,"0",2000,55,68,18,6,10,8,3,3,105,15,47,7,58,8,16,5,2,1
"278",2000-10-04,15.5555555555556,51.125,118,54,10,"Monday",41.6635419498,NA,"0",2000,53,65,18,6,10,8,3,3,100,14,45,6,55,8,15,5,2,1
"279",2000-10-05,7.5,84,137,70,10,"Tuesday",20.938499346,NA,"0",2000,62,75,21,7,11,9,4,3,116,16,52,7,64,9,17,6,2,1
"280",2000-10-06,4.16666666666667,60.5,134,64,12,"Wednesday",29.623958616,NA,"0",2000,60,74,20,7,11,9,4,3,114,16,51,7,63,9,17,6,2,1
"281",2000-10-07,5.27777777777778,37.75,134,58,6,"Thursday",34.5843752824,NA,"0",2000,60,74,20,7,11,9,4,3,114,16,51,7,63,9,17,6,2,1
"282",2000-10-08,11.9444444444444,48.125,115,52,6,"Friday",31.686862467,NA,"0",2000,52,63,17,6,9,8,3,3,98,14,44,6,54,8,15,5,2,1
"283",2000-10-09,5.83333333333333,73.75,103,41,18,"Saturday",21.708374815,NA,"0",2000,46,57,15,5,8,7,3,2,88,12,39,6,48,7,13,4,2,1
"284",2000-10-10,3.88888888888889,66.375,106,47,5,"Sunday",25.674881227,NA,"0",2000,48,58,16,5,9,7,3,2,90,13,41,6,50,7,14,5,2,1
"285",2000-10-11,5.83333333333333,56.25,123,59,2,"Monday",40.6156221697,NA,"0",2000,55,68,18,6,10,8,3,3,105,15,47,7,58,8,16,5,2,1
"286",2000-10-12,9.72222222222222,45.125,116,51,15,"Tuesday",NA,10,"1",2000,52,64,17,6,10,8,3,3,99,14,44,6,54,8,15,5,2,1
"287",2000-10-13,13.0555555555556,45.375,120,59,6,"Wednesday",34.6976149651,NA,"0",2000,54,66,18,6,10,8,3,3,102,14,46,6,56,8,15,5,2,1
"288",2000-10-14,17.2222222222222,37.25,130,62,8,"Thursday",45.720884596,NA,"0",2000,58,72,20,6,11,9,4,3,110,16,50,7,61,9,17,6,2,1
"289",2000-10-15,16.9444444444444,82.875,111,56,8,"Friday",51.723450672,NA,"0",2000,50,61,17,6,9,7,3,2,94,13,42,6,52,7,14,5,2,1
"290",2000-10-16,8.88888888888889,81,122,59,14,"Saturday",12.723450669,NA,"0",2000,55,67,18,6,10,8,3,3,104,15,47,7,57,8,16,5,2,1
"291",2000-10-17,11.9444444444444,72.25,121,57,13,"Sunday",24.882258712,NA,"0",2000,54,67,18,6,10,8,3,3,103,15,46,7,57,8,15,5,2,1
"292",2000-10-18,9.72222222222222,79,117,57,6,"Monday",4.813279288,NA,"0",2000,53,64,18,6,10,8,3,3,99,14,45,6,55,8,15,5,2,1
"293",2000-10-19,7.5,77.875,111,53,10,"Tuesday",17.822413899,NA,"0",2000,50,61,17,6,9,7,3,2,94,13,42,6,52,7,14,5,2,1
"294",2000-10-20,2.77777777777778,85.625,114,56,3,"Wednesday",15.259101317,NA,"0",2000,51,63,17,6,9,8,3,3,97,14,44,6,53,8,15,5,2,1
"295",2000-10-21,6.11111111111111,66.125,104,43,5,"Thursday",18.785970051,NA,"0",2000,47,57,16,5,9,7,3,2,88,12,40,6,49,7,13,4,2,1
"296",2000-10-22,3.88888888888889,71.625,98,43,5,"Friday",43.7098482589,NA,"0",2000,44,54,15,5,8,7,3,2,83,12,37,5,46,6,12,4,2,1
"297",2000-10-23,3.61111111111111,90.375,139,66,16,"Saturday",26.843758757,NA,"0",2000,63,76,21,7,11,9,4,3,118,17,53,8,65,9,18,6,3,1
"298",2000-10-24,5.55555555555556,65,126,65,6,"Sunday",NA,NA,"0",2000,57,69,19,6,10,9,3,3,107,15,48,7,59,8,16,5,2,1
"299",2000-10-25,6.94444444444444,89.875,115,65,12,"Monday",26.655040567,NA,"0",2000,52,63,17,6,9,8,3,3,98,14,44,6,54,8,15,5,2,1
"300",2000-10-26,6.94444444444444,84.375,119,61,8,"Tuesday",24.701235368,NA,"0",2000,54,65,18,6,10,8,3,3,101,14,46,6,56,8,15,5,2,1
"301",2000-10-27,3.61111111111111,69.375,114,58,13,"Wednesday",24.733178344,NA,"0",2000,51,63,17,6,9,8,3,3,97,14,44,6,53,8,15,5,2,1
"302",2000-10-28,6.94444444444444,74.375,123,63,13,"Thursday",41.8184347541,NA,"0",2000,55,68,18,6,10,8,3,3,105,15,47,7,58,8,16,5,2,1
"303",2000-10-29,12.5,67.25,125,62,7,"Friday",50.598337887,NA,"0",2000,56,69,19,6,10,8,3,3,106,15,48,7,58,8,16,5,2,1
"304",2000-10-30,11.1111111111111,87.625,116,53,11,"Saturday",53.830614242,NA,"0",2000,52,64,17,6,10,8,3,3,99,14,44,6,54,8,15,5,2,1
"305",2000-10-31,14.4444444444444,98,118,56,5,"Sunday",23.821479624,NA,"0",2000,53,65,18,6,10,8,3,3,100,14,45,6,55,8,15,5,2,1
"306",2000-11-01,17.7777777777778,71.625,138,65,9,"Monday",39.7979980732,NA,"0",2000,62,76,21,7,11,9,4,3,117,17,53,7,65,9,18,6,2,1
"307",2000-11-02,18.8888888888889,52,98,46,5,"Tuesday",NA,11,"1",2000,44,54,15,5,8,7,3,2,83,12,37,5,46,6,12,4,2,1
"308",2000-11-03,13.6111111111111,50.75,114,51,11,"Wednesday",40.8199675611,NA,"0",2000,51,63,17,6,9,8,3,3,97,14,44,6,53,8,15,5,2,1
"309",2000-11-04,4.72222222222222,49,117,55,10,"Thursday",23.59557194,NA,"0",2000,53,64,18,6,10,8,3,3,99,14,45,6,55,8,15,5,2,1
"310",2000-11-05,4.16666666666667,43.75,108,53,7,"Friday",37.7448245547,NA,"0",2000,49,59,16,5,9,7,3,2,92,13,41,6,50,7,14,5,2,1
"311",2000-11-06,7.5,45,109,49,7,"Saturday",39.6410746216,NA,"0",2000,49,60,16,5,9,7,3,2,93,13,42,6,51,7,14,5,2,1
"312",2000-11-07,9.72222222222222,85.5,121,66,9,"Sunday",58.693097287,NA,"0",2000,54,67,18,6,10,8,3,3,103,15,46,7,57,8,15,5,2,1
"313",2000-11-08,1.66666666666667,55.5,109,39,6,"Monday",10.720516564,NA,"0",2000,49,60,16,5,9,7,3,2,93,13,42,6,51,7,14,5,2,1
"314",2000-11-09,1.11111111111111,64.125,127,69,7,"Tuesday",4.856663059,NA,"0",2000,57,70,19,6,10,9,3,3,108,15,49,7,59,8,16,5,2,1
"315",2000-11-10,1.66666666666667,57,143,73,10,"Wednesday",28.25863073,NA,"0",2000,64,79,21,7,12,10,4,3,122,17,55,8,67,9,18,6,3,1
"316",2000-11-11,6.38888888888889,48,118,59,6,"Thursday",39.6085738858,NA,"0",2000,53,65,18,6,10,8,3,3,100,14,45,6,55,8,15,5,2,1
"317",2000-11-12,9.16666666666667,43.5,113,61,5,"Friday",47.643592589,NA,"0",2000,51,62,17,6,9,8,3,3,96,14,43,6,53,7,14,5,2,1
"318",2000-11-13,8.33333333333333,53.5,125,61,8,"Saturday",10.588244808,NA,"0",2000,56,69,19,6,10,8,3,3,106,15,48,7,58,8,16,5,2,1
"319",2000-11-14,10.2777777777778,35.375,108,48,7,"Sunday",43.6474949869,NA,"0",2000,49,59,16,5,9,7,3,2,92,13,41,6,50,7,14,5,2,1
"320",2000-11-15,13.3333333333333,95.5,100,51,10,"Monday",26.711740766,12,"1",2000,45,55,15,5,8,7,3,2,85,12,38,5,47,7,13,4,2,1
"321",2000-11-16,10,75.625,112,51,5,"Tuesday",16.536193756,NA,"0",2000,50,62,17,6,9,8,3,3,95,13,43,6,52,7,14,5,2,1
"322",2000-11-17,3.33333333333333,75.625,106,53,6,"Wednesday",NA,NA,"0",2000,48,58,16,5,9,7,3,2,90,13,41,6,50,7,14,5,2,1
"323",2000-11-18,3.05555555555556,57,128,65,10,"Thursday",20.621106094,NA,"0",2000,58,70,19,6,11,9,4,3,109,15,49,7,60,8,16,5,2,1
"324",2000-11-19,-2.5,52.875,128,54,11,"Friday",26.721764643,NA,"0",2000,58,70,19,6,11,9,4,3,109,15,49,7,60,8,16,5,2,1
"325",2000-11-20,-3.61111111111111,45.125,121,63,5,"Saturday",19.742995018,NA,"0",2000,54,67,18,6,10,8,3,3,103,15,46,7,57,8,15,5,2,1
"326",2000-11-21,5.55555555555556,47.5,128,66,11,"Sunday",NA,NA,"0",2000,58,70,19,6,11,9,4,3,109,15,49,7,60,8,16,5,2,1
